-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0.000673639725,0
-0.00262646893,0
-0.00575611223,0
-0.00996023798,0
-0.0151365145,0
-0.0211826102,0
-0.0279961933,0
-0.0354749322,0
-0.0435164952,0
-0.0520185508,0
-0.0608787671,0
-0.0699948126,0
-0.0792643556,0
-0.0885850644,0
-0.0978546074,0
-0.106970653,0
-0.115830869,0
-0.124332925,0
-0.132374488,0
-0.139853227,0
-0.14666681,0
-0.152712905,0
-0.157889182,0
-0.162093308,0
-0.165222951,0
-0.16717578,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167849464,0
-0.167573228,0
-0.166755461,0
-0.165412572,0
-0.163560971,0
-0.16121707,0
-0.158397276,0
-0.155118002,0
-0.151395656,0
-0.147246649,0
-0.142687391,0
-0.137734292,0
-0.132403762,0
-0.12671221,0
-0.120676048,0
-0.114311684,0
-0.10763553,0
-0.100663995,0
-0.0934134893,0
-0.0859004227,0
-0.0781412053,0
-0.0701522473,0
-0.0619499587,0
-0.0535507495,0
-0.0449710298,0
-0.0362272096,0
-0.027335699,0
-0.018312908,0
-0.00917524671,0
6.08748907e-05,0
0.00937904673,0
0.0187628587,0
0.0281959009,0
0.0376617632,0
0.0471440355,0
0.0566263078,0
0.06609217,0
0.0755252122,0
0.0849090242,0
0.0942271961,0
0.103463318,0
0.112600979,0
0.12162377,0
0.130515281,0
0.139259101,0
0.14783882,0
0.15623803,0
0.164440318,0
0.172429276,0
0.180188494,0
0.18770156,0
0.194952066,0
0.201923601,0
